"","nflId","game_play_frameId","gameId","playId","frameId","displayName","time","jerseyNumber","club","playDirection","x","y","s","a","dis","o","dir","event","game_playId","dist_from_ball","defensiveTeam","on_defense","has_ball","dist_from_bc"
"622",46077,"2022091102-145-36",2022091102,145,36,"Roquan Smith","2022-09-11 13:07:41.700000",58,"CHI","right",54.86,44.38,7.93,3.85,0.79,8.57,12.57,"first_contact","2022091102-145",0,"CHI",1,0,1.025524
"321",45345,"2022091102-1472-29",2022091102,1472,29,"Nicholas Morrow","2022-09-11 14:05:36.200000",53,"CHI","left",85.15,23.15,1.91,2.76,0.18,141.8,261.59,"first_contact","2022091102-1472",0,"CHI",1,0,0.3748333
"922",54504,"2022091102-1493-35",2022091102,1493,35,"Kyler Gordon","2022-09-11 14:06:12.700000",6,"CHI","left",81.7,37.57,1.46,6,0.14,157.15,121.79,"first_contact","2022091102-1493",0,"CHI",1,0,0.4031129
"1019",54513,"2022091102-1562-48",2022091102,1562,48,"Jaquan Brisker","2022-09-11 14:07:51.900000",9,"CHI","left",81.45,33.98,4.44,3.68,0.44,112.65,74.15,"first_contact","2022091102-1562",0,"CHI",1,0,0.9420191
"122",41595,"2022091102-1588-37",2022091102,1588,37,"Mike Pennel","2022-09-11 14:08:38.500000",64,"CHI","left",75.89,36.4,1.75,1.28,0.17,147.1,239.34,"first_contact","2022091102-1588",0,"CHI",1,0,0.8414868
"923",52571,"2022091102-189-38",2022091102,189,38,"Kindle Vildor","2022-09-11 13:08:57.700000",22,"CHI","right",58.52,5.15,6.06,1.44,0.72,332.96,169.44,"first_contact","2022091102-189",0,"CHI",1,0,1.010445
"1117",54513,"2022091102-2065-50",2022091102,2065,50,"Jaquan Brisker","2022-09-11 14:27:14.700000",9,"CHI","left",86.42,32.3,5.83,0.91,0.58,328.35,349.16,"first_contact","2022091102-2065",0,"CHI",1,0,0.4775982
"1020",54504,"2022091102-2103-16",2022091102,2103,16,"Kyler Gordon","2022-09-11 14:28:14.700000",6,"CHI","left",75.94,52.68,1.99,3.31,0.22,341.36,58.25,"first_contact","2022091102-2103",0,"CHI",1,0,0.7443118
"721",46153,"2022091102-218-19",2022091102,218,19,"Justin Jones","2022-09-11 13:09:39.099999",93,"CHI","right",62.04,24.09,1.37,2.03,0.15,273,142.71,"first_contact","2022091102-218",0,"CHI",1,0,1.172774
"623",46077,"2022091102-2238-49",2022091102,2238,49,"Roquan Smith","2022-09-11 14:44:33.000000",58,"CHI","left",82.17,12.03,2.77,1.73,0.27,157.15,270.91,"first_contact","2022091102-2238",0,"CHI",1,0,1.718139
"322",44925,"2022091102-2281-48",2022091102,2281,48,"Eddie Jackson","2022-09-11 14:46:03.500000",4,"CHI","left",70.53,46.12,6.61,2.34,0.79,12.89,16.6,"first_contact","2022091102-2281",0,"CHI",1,0,0.8429116
"1021",54504,"2022091102-2302-16",2022091102,2302,16,"Kyler Gordon","2022-09-11 14:46:44.000000",6,"CHI","left",30.8,3.56,8.31,4.51,0.84,215.25,242.92,"first_contact","2022091102-2302",0,"CHI",1,0,0.8229824
"215",44925,"2022091102-2331-57",2022091102,2331,57,"Eddie Jackson","2022-09-11 14:47:26.400000",4,"CHI","left",23.47,45.8,6.39,3.97,0.65,55.28,32.88,"first_contact","2022091102-2331",0,"CHI",1,0,0.5772348
"428",46077,"2022091102-2352-40",2022091102,2352,40,"Roquan Smith","2022-09-11 14:48:09.900000",58,"CHI","left",19.17,36.19,4.64,3.88,0.46,15.85,26.16,"first_contact","2022091102-2352",0,"CHI",1,0,0.6868042
"429",46077,"2022091102-2373-29",2022091102,2373,29,"Roquan Smith","2022-09-11 14:48:52.599999",58,"CHI","left",17.27,26.95,1.47,1.81,0.14,61.69,316.73,"first_contact","2022091102-2373",0,"CHI",1,0,1.194027
"924",52571,"2022091102-239-27",2022091102,239,27,"Kindle Vildor","2022-09-11 13:10:33.900000",22,"CHI","right",92.01,50.55,8.68,3.38,0.88,12.38,42.54,"first_contact","2022091102-239",0,"CHI",1,0,1.074663
"624",47973,"2022091102-2394-34",2022091102,2394,34,"Armon Watts","2022-09-11 14:49:35.500000",96,"CHI","left",14.53,31.62,1.89,1.74,0.19,30.09,321.23,"first_contact","2022091102-2394",0,"CHI",1,0,0.9009439
"1022",54513,"2022091102-2415-27",2022091102,2415,27,"Jaquan Brisker","2022-09-11 14:50:16.799999",9,"CHI","left",14.81,26.61,3.7,5.14,0.36,104.29,117.09,"first_contact","2022091102-2415",0,"CHI",1,0,1.016071
"1118",54513,"2022091102-268-41",2022091102,268,41,"Jaquan Brisker","2022-09-11 13:11:18.099999",9,"CHI","right",98.22,44.46,4.37,2.81,0.44,217.17,322.76,"first_contact","2022091102-268",0,"CHI",1,0,0.8158431
"523",45345,"2022091102-2717-34",2022091102,2717,34,"Nicholas Morrow","2022-09-11 15:04:02.400000",53,"CHI","left",87.59,34.66,5.09,1.79,0.54,27.84,358.51,"first_contact","2022091102-2717",0,"CHI",1,0,1.142366
"430",45009,"2022091102-2738-54",2022091102,2738,54,"Al-Quadin Muhammad","2022-09-11 15:04:47.599999",55,"CHI","left",85.36,16.98,1.28,1.32,0.12,120.65,95.26,"first_contact","2022091102-2738",0,"CHI",1,0,0.8022468
"123",42443,"2022091102-2783-29",2022091102,2783,29,"Angelo Blackson","2022-09-11 15:06:08.299999",90,"CHI","left",80.06,27.54,2.18,0.93,0.21,102.25,61.13,"first_contact","2022091102-2783",0,"CHI",1,0,0.8605231
"524",46077,"2022091102-2837-40",2022091102,2837,40,"Roquan Smith","2022-09-11 15:07:55.599999",58,"CHI","left",71.95,8.5,5.49,3.56,0.6,165.02,186.51,"first_contact","2022091102-2837",0,"CHI",1,0,0.2983287
"625",46077,"2022091102-3315-54",2022091102,3315,54,"Roquan Smith","2022-09-11 15:32:00.000000",58,"CHI","right",36.12,10.23,5.39,2.02,0.57,210.42,200.77,"first_contact","2022091102-3315",0,"CHI",1,0,0.735459
"124",41595,"2022091102-3360-17",2022091102,3360,17,"Mike Pennel","2022-09-11 15:33:26.500000",64,"CHI","right",46.85,31.09,3.21,1.7,0.32,353.57,26.47,"first_contact","2022091102-3360",0,"CHI",1,0,0.2507987
"1119",54639,"2022091102-3381-51",2022091102,3381,51,"Dominique Robinson","2022-09-11 15:34:05.700000",91,"CHI","right",49.11,13.56,4.36,3.29,0.46,134.3,152.22,"first_contact","2022091102-3381",0,"CHI",1,0,0.9835141
"216",42443,"2022091102-3652-16",2022091102,3652,16,"Angelo Blackson","2022-09-11 15:45:03.599999",90,"CHI","right",30.06,22.49,0.31,0.03,0.11,312.35,115.48,"first_contact","2022091102-3652",0,"CHI",1,0,0.9767292
"525",45345,"2022091102-3695-14",2022091102,3695,14,"Nicholas Morrow","2022-09-11 15:46:12.000000",53,"CHI","right",34.3,40.49,5.16,4.64,0.53,355.57,351.95,"first_contact","2022091102-3695",0,"CHI",1,0,0.5353504
"821",52563,"2022091102-3739-43",2022091102,3739,43,"Trevis Gipson","2022-09-11 15:48:23.700000",99,"CHI","right",39.98,33.53,4.91,2.55,0.49,102.77,121.54,"first_contact","2022091102-3739",0,"CHI",1,0,0.5442426
"925",52571,"2022091102-3783-12",2022091102,3783,12,"Kindle Vildor","2022-09-11 15:49:24.900000",22,"CHI","right",50.95,8.41,0.99,1.16,0.11,306.42,288.23,"first_contact","2022091102-3783",0,"CHI",1,0,1.272792
"1023",54513,"2022091102-3859-12",2022091102,3859,12,"Jaquan Brisker","2022-09-11 15:50:41.000000",9,"CHI","right",52.21,12.56,3.07,4.17,0.32,77.69,315.42,"first_contact","2022091102-3859",0,"CHI",1,0,0.7360027
"1120",54639,"2022091102-4145-41",2022091102,4145,41,"Dominique Robinson","2022-09-11 16:01:39.099999",91,"CHI","right",29.71,32.59,1.92,2.22,0.2,142.68,193.68,"first_contact","2022091102-4145",0,"CHI",1,0,0.2147091
"217",44925,"2022091102-531-44",2022091102,531,44,"Eddie Jackson","2022-09-11 13:25:26.900000",4,"CHI","right",69.05,26.25,2.27,3.43,0.23,258.73,288.01,"first_contact","2022091102-531",0,"CHI",1,0,0.6216912
"822",47973,"2022091102-900-31",2022091102,900,31,"Armon Watts","2022-09-11 13:41:18.799999",96,"CHI","right",45.42,34.46,3.99,2.22,0.4,340.35,26.14,"first_contact","2022091102-900",0,"CHI",1,0,0.4031129
"626",46077,"2022091102-921-37",2022091102,921,37,"Roquan Smith","2022-09-11 13:41:55.200000",58,"CHI","right",49.82,26.53,2.38,0.73,0.23,280.67,89.09,"first_contact","2022091102-921",0,"CHI",1,0,0.5990826
"1121",52510,"2022091103-1363-36",2022091103,1363,36,"Alex Highsmith","2022-09-11 14:02:00.099999",56,"PIT","right",45.92,20.28,2.26,4.55,0.2,300.43,278.64,"first_contact","2022091103-1363",0,"PIT",1,0,1.075174
"526",44905,"2022091103-1384-33",2022091103,1384,33,"Montravius Adams","2022-09-11 14:02:30.900000",57,"PIT","right",50.83,22.1,1,0.87,0.1,236.99,159.02,"first_contact","2022091103-1384",0,"PIT",1,0,0.2137756
"627",46080,"2022091103-1405-9",2022091103,1405,9,"Minkah Fitzpatrick","2022-09-11 14:03:15.900000",39,"PIT","right",67.38,1.41,6.14,5.51,0.64,28.44,240.56,"first_contact","2022091103-1405",0,"PIT",1,0,0.781025
"823",46080,"2022091103-1672-58",2022091103,1672,58,"Minkah Fitzpatrick","2022-09-11 14:16:54.099999",39,"PIT","right",98.05,6.44,9.97,0.85,1,334.37,134.83,"first_contact","2022091103-1672",0,"PIT",1,0,1.262101
"1122",52510,"2022091103-1700-29",2022091103,1700,29,"Alex Highsmith","2022-09-11 14:17:40.400000",56,"PIT","right",106.56,24.4,0.65,1.07,0.07,142.93,170.38,"first_contact","2022091103-1700",0,"PIT",1,0,0.6675328
"125",35449,"2022091103-2315-42",2022091103,2315,42,"Tyson Alualu","2022-09-11 14:55:55.500000",94,"PIT","left",13.74,18.15,1.17,2.81,0.13,112.1,140.66,"first_contact","2022091103-2315",0,"PIT",1,0,0.85
"1123",52510,"2022091103-2336-11",2022091103,2336,11,"Alex Highsmith","2022-09-11 14:56:38.200000",56,"PIT","left",16.76,19.63,5.92,2.22,0.58,292.99,271.93,"first_contact","2022091103-2336",0,"PIT",1,0,0.815414
"722",45395,"2022091103-319-44",2022091103,319,44,"Arthur Maulet","2022-09-11 13:16:53.500000",35,"PIT","left",72.34,9.16,4.45,2.39,0.45,345.64,194.94,"first_contact","2022091103-319",0,"PIT",1,0,0.4420407
"218",43325,"2022091103-3251-45",2022091103,3251,45,"Myles Jack","2022-09-11 15:38:30.000000",51,"PIT","right",75.98,14.53,8.29,3.75,0.83,91.96,117.02,"first_contact","2022091103-3251",0,"PIT",1,0,0.9677293
"628",45395,"2022091103-3389-13",2022091103,3389,13,"Arthur Maulet","2022-09-11 15:42:19.500000",35,"PIT","right",92.65,23.66,7.12,3.29,0.72,135.17,157.17,"first_contact","2022091103-3389",0,"PIT",1,0,0.7877182
"926",46902,"2022091103-340-8",2022091103,340,8,"Robert Spillane","2022-09-11 13:17:36.299999",41,"PIT","left",65.85,16.94,5.07,3.14,0.51,185.49,165.85,"first_contact","2022091103-340",0,"PIT",1,0,1.337759
"527",44906,"2022091103-364-21",2022091103,364,21,"Cameron Sutton","2022-09-11 13:18:15.599999",20,"PIT","left",48.56,32.4,8.8,1.84,0.88,13.11,348.35,"first_contact","2022091103-364",0,"PIT",1,0,1.142804
"323",43325,"2022091103-3825-18",2022091103,3825,18,"Myles Jack","2022-09-11 15:56:37.500000",51,"PIT","right",72.12,3.95,3.62,2.37,0.35,224.06,168.22,"first_contact","2022091103-3825",0,"PIT",1,0,0.8459905
"324",44878,"2022091103-388-14",2022091103,388,14,"Ahkello Witherspoon","2022-09-11 13:18:52.000000",25,"PIT","left",44.62,39.35,5.93,2.39,0.59,127.4,178.95,"first_contact","2022091103-388",0,"PIT",1,0,1.240202
"1124",52971,"2022091103-4353-35",2022091103,4353,35,"Jamir Jones","2022-09-11 16:18:16.900000",48,"PIT","left",50.78,19.99,1.09,1.75,0.11,350.11,46.39,"first_contact","2022091103-4353",0,"PIT",1,0,0.943027
"1125",52971,"2022091103-4462-38",2022091103,4462,38,"Jamir Jones","2022-09-11 16:20:30.400000",48,"PIT","left",25.46,28.95,2.92,1.3,0.3,91.5,155.08,"first_contact","2022091103-4462",0,"PIT",1,0,0.8759566
"629",46080,"2022091103-4488-7",2022091103,4488,7,"Minkah Fitzpatrick","2022-09-11 16:21:15.900000",39,"PIT","left",20.68,40.56,7.76,1.36,0.78,224.1,22.94,"first_contact","2022091103-4488",0,"PIT",1,0,0.7600658
"824",46097,"2022091103-4872-16",2022091103,4872,16,"Terrell Edmunds","2022-09-11 16:35:02.599999",34,"PIT","left",49.06,48.94,6.1,2.56,0.61,210.1,357.58,"first_contact","2022091103-4872",0,"PIT",1,0,1.917003
"325",44878,"2022091103-852-16",2022091103,852,16,"Ahkello Witherspoon","2022-09-11 13:40:06.400000",25,"PIT","left",81.36,46.71,6.15,5.17,0.6,358.4,335.54,"first_contact","2022091103-852",0,"PIT",1,0,0.8170679
"431",44886,"2022091103-881-32",2022091103,881,32,"Chris Wormley","2022-09-11 13:40:31.400000",95,"PIT","left",72.62,33.67,1.79,0.58,0.18,25.94,356.63,"first_contact","2022091103-881",0,"PIT",1,0,0.7849204
"326",44878,"2022091103-902-29",2022091103,902,29,"Ahkello Witherspoon","2022-09-11 13:41:09.799999",25,"PIT","left",65.84,48.22,2.38,2.74,0.25,104.58,65.96,"first_contact","2022091103-902",0,"PIT",1,0,0.8547514
"327",44878,"2022091103-926-10",2022091103,926,10,"Ahkello Witherspoon","2022-09-11 13:41:52.599999",25,"PIT","left",58.01,50.99,6.97,4.67,0.7,322.18,328.51,"first_contact","2022091103-926",0,"PIT",1,0,1.027278
"126",35452,"2022091104-1094-41",2022091104,1094,41,"Brandon Graham","2022-09-11 13:49:19.400000",55,"PHI","right",33.52,17.66,6.35,3.01,0.67,169,173.04,"first_contact","2022091104-1094",0,"PHI",1,0,0.9297311
"927",48516,"2022091104-1115-32",2022091104,1115,32,"T.J. Edwards","2022-09-11 13:49:51.099999",57,"PHI","right",38.22,22.12,1.26,0.44,0.12,264.58,262.95,"first_contact","2022091104-1115",0,"PHI",1,0,1.482228
"928",53502,"2022091104-1713-33",2022091104,1713,33,"Milton Williams","2022-09-11 14:16:00.599999",93,"PHI","right",36.32,24.56,1.47,0.83,0.14,188.43,170.16,"first_contact","2022091104-1713",0,"PHI",1,0,0.8343261
"219",39984,"2022091104-1736-47",2022091104,1736,47,"Darius Slay","2022-09-11 14:16:36.599999",2,"PHI","right",36.94,13.26,5.64,3.72,0.57,209.88,225.86,"first_contact","2022091104-1736",0,"PHI",1,0,0.1838478
"1024",47974,"2022091104-1871-10",2022091104,1871,10,"Marcus Epps","2022-09-11 14:21:35.500000",22,"PHI","right",62.89,47.52,8.75,5.29,0.88,30.83,25.15,"first_contact","2022091104-1871",0,"PHI",1,0,0.560803
"1126",48516,"2022091104-1917-37",2022091104,1917,37,"T.J. Edwards","2022-09-11 14:22:57.599999",57,"PHI","right",73.12,33.08,1.46,2.97,0.15,221.38,87.28,"first_contact","2022091104-1917",0,"PHI",1,0,0.7116881
"825",46194,"2022091104-1938-9",2022091104,1938,9,"Avonte Maddox","2022-09-11 14:23:34.700000",29,"PHI","right",87.5,23.21,4.99,2.38,0.5,10.58,7.5,"first_contact","2022091104-1938",0,"PHI",1,0,0.7900633
"1127",48516,"2022091104-1962-7",2022091104,1962,7,"T.J. Edwards","2022-09-11 14:24:12.599999",57,"PHI","right",96.24,25.17,3.01,2.56,0.31,41.51,304.08,"first_contact","2022091104-1962",0,"PHI",1,0,0.1029563
"826",47974,"2022091104-217-45",2022091104,217,45,"Marcus Epps","2022-09-11 13:09:34.700000",22,"PHI","left",26.01,15.7,6.89,4.74,0.69,163.17,195.97,"first_contact","2022091104-217",0,"PHI",1,0,1.102089
"723",47888,"2022091104-238-9",2022091104,238,9,"Chauncey Gardner-Johnson","2022-09-11 13:10:14.299999",23,"PHI","left",15.41,1.4,7.31,4.08,0.74,167.06,197.5,"first_contact","2022091104-238",0,"PHI",1,0,1.116647
"432",43351,"2022091104-2877-11",2022091104,2877,11,"James Bradberry","2022-09-11 15:14:15.000000",24,"PHI","right",65.59,47.04,7.14,4.14,0.71,30.87,39.29,"first_contact","2022091104-2877",0,"PHI",1,0,1.317649
"724",47888,"2022091104-2974-31",2022091104,2974,31,"Chauncey Gardner-Johnson","2022-09-11 15:16:57.900000",23,"PHI","right",86.44,28.41,3.77,3.53,0.38,220.67,170.72,"first_contact","2022091104-2974",0,"PHI",1,0,0.7463243
"630",46194,"2022091104-2995-32",2022091104,2995,32,"Avonte Maddox","2022-09-11 15:17:39.299999",29,"PHI","right",94.4,42.44,3.68,5.58,0.39,171.32,303.57,"first_contact","2022091104-2995",0,"PHI",1,0,0.8132035
"433",44825,"2022091104-4025-28",2022091104,4025,28,"Haason Reddick","2022-09-11 16:02:33.500000",7,"PHI","left",64.77,36.84,0.82,0.83,0.08,192.49,265.68,"first_contact","2022091104-4025",0,"PHI",1,0,1.553222
"631",46194,"2022091104-4046-7",2022091104,4046,7,"Avonte Maddox","2022-09-11 16:03:04.700000",29,"PHI","left",59.99,52.16,5.76,4.41,0.58,188.6,2.52,"first_contact","2022091104-4046",0,"PHI",1,0,1.040192
"1128",48516,"2022091104-4075-7",2022091104,4075,7,"T.J. Edwards","2022-09-11 16:03:39.400000",57,"PHI","left",53.11,48.99,8.2,3.8,0.82,344.41,341.12,"first_contact","2022091104-4075",0,"PHI",1,0,0.9899495
"632",46199,"2022091104-4176-30",2022091104,4176,30,"Josh Sweat","2022-09-11 16:06:27.700000",94,"PHI","left",38.23,25.45,4.11,1.14,0.42,344.14,292.28,"first_contact","2022091104-4176",0,"PHI",1,0,1.046948
"1129",53438,"2022091200-1004-7",2022091200,1004,7,"Patrick Surtain","2022-09-12 20:57:53.299999",2,"DEN","left",82.66,33.79,5.75,1.73,0.58,175.4,164.43,"first_contact","2022091200-1004",0,"DEN",1,0,0.8273452
"328",42030,"2022091200-1028-14",2022091200,1028,14,"K'Waun Williams","2022-09-12 20:58:31.599999",21,"DEN","left",81.1,49.63,5.64,5.26,0.58,19.26,34.11,"first_contact","2022091200-1028",0,"DEN",1,0,1.382932
"1130",53668,"2022091200-1057-14",2022091200,1057,14,"Jonathon Cooper","2022-09-12 20:59:10.400000",53,"DEN","left",80.1,49.64,1.24,5.53,0.15,139.36,59.2,"first_contact","2022091200-1057",0,"DEN",1,0,1.031746
"127",35459,"2022091200-109-20",2022091200,109,20,"Kareem Jackson","2022-09-12 20:17:35.700000",22,"DEN","right",64.24,32.4,2.11,4.06,0.23,172.24,126.66,"first_contact","2022091200-109",0,"DEN",1,0,1.08706
"633",43387,"2022091200-1092-34",2022091200,1092,34,"Justin Simmons","2022-09-12 21:00:07.200000",31,"DEN","left",62.26,34.71,3.32,7.31,0.33,24.15,38.58,"first_contact","2022091200-1092",0,"DEN",1,0,0.6519202
"634",42929,"2022091200-1129-7",2022091200,1129,7,"Alex Singleton","2022-09-12 21:00:56.299999",49,"DEN","left",32.54,30.97,5.58,2.19,0.55,118.46,129.92,"first_contact","2022091200-1129",0,"DEN",1,0,0.65
"725",45011,"2022091200-1164-45",2022091200,1164,45,"D.J. Jones","2022-09-12 21:02:27.000000",97,"DEN","left",31.16,16.84,5.45,2.79,0.59,237.31,244.27,"first_contact","2022091200-1164",0,"DEN",1,0,0.9392018
"726",45011,"2022091200-1185-20",2022091200,1185,20,"D.J. Jones","2022-09-12 21:03:03.200000",97,"DEN","left",28.59,23.92,1.73,2.19,0.18,164.3,2.62,"first_contact","2022091200-1185",0,"DEN",1,0,1.010742
"1025",53438,"2022091200-1217-9",2022091200,1217,9,"Patrick Surtain","2022-09-12 21:04:01.900000",2,"DEN","left",41.93,10.58,5.51,5.57,0.54,123.12,124.7,"first_contact","2022091200-1217",0,"DEN",1,0,0.6529931
"434",42929,"2022091200-1241-11",2022091200,1241,11,"Alex Singleton","2022-09-12 21:04:45.500000",49,"DEN","left",40.28,28.38,4.55,3.44,0.46,75.28,57.83,"first_contact","2022091200-1241",0,"DEN",1,0,1.198082
"528",42929,"2022091200-1409-17",2022091200,1409,17,"Alex Singleton","2022-09-12 21:15:39.299999",49,"DEN","left",84.38,43.22,2.19,5.17,0.21,114.77,125.91,"first_contact","2022091200-1409",0,"DEN",1,0,0.4712749
"435",42393,"2022091200-1433-47",2022091200,1433,47,"Ronald Darby","2022-09-12 21:16:21.799999",23,"DEN","left",77.64,36.26,3.63,2.76,0.37,125.78,34.53,"first_contact","2022091200-1433",0,"DEN",1,0,1.008811
"529",43387,"2022091200-1521-21",2022091200,1521,21,"Justin Simmons","2022-09-12 21:18:56.099999",31,"DEN","left",40.29,50.81,5.96,3.76,0.59,26.79,7.71,"first_contact","2022091200-1521",0,"DEN",1,0,1.368211
"929",53438,"2022091200-1550-13",2022091200,1550,13,"Patrick Surtain","2022-09-12 21:19:29.400000",2,"DEN","left",38.08,11.68,3.97,4.47,0.4,84.52,155.52,"first_contact","2022091200-1550",0,"DEN",1,0,1.320038
"1026",53438,"2022091200-156-3",2022091200,156,3,"Patrick Surtain","2022-09-12 20:18:41.799999",2,"DEN","right",69.69,8.08,4.24,2.18,0.42,308.1,230.29,"first_contact","2022091200-156",0,"DEN",1,0,0.8300602
"220",40347,"2022091200-180-30",2022091200,180,30,"Mike Purcell","2022-09-12 20:19:13.700000",98,"DEN","right",68.7,28,3.77,2.12,0.39,286.86,34.75,"first_contact","2022091200-180",0,"DEN",1,0,0.7955501
"827",46074,"2022091200-2370-35",2022091200,2370,35,"Bradley Chubb","2022-09-12 22:04:15.599999",55,"DEN","left",100.71,24.9,2.33,1.34,0.24,342.79,344.07,"first_contact","2022091200-2370",0,"DEN",1,0,0.7244998
"635",45011,"2022091200-2479-33",2022091200,2479,33,"D.J. Jones","2022-09-12 22:06:55.799999",97,"DEN","left",78.85,24.46,2.21,1.4,0.23,106.83,24.6,"first_contact","2022091200-2479",0,"DEN",1,0,0.9876234
"930",53438,"2022091200-2522-7",2022091200,2522,7,"Patrick Surtain","2022-09-12 22:08:14.400000",2,"DEN","left",63.63,16.14,3.6,0.95,0.36,12.9,42.18,"first_contact","2022091200-2522",0,"DEN",1,0,0.585235
"436",42393,"2022091200-2546-10",2022091200,2546,10,"Ronald Darby","2022-09-12 22:08:48.200000",23,"DEN","left",64.34,42.18,2.73,7.41,0.28,130.47,118.68,"first_contact","2022091200-2546",0,"DEN",1,0,1.078981
"636",43387,"2022091200-2750-7",2022091200,2750,7,"Justin Simmons","2022-09-12 22:18:59.599999",31,"DEN","left",86.43,53.25,5.62,3.29,0.58,72.58,50.86,"first_contact","2022091200-2750",0,"DEN",1,0,1.392049
"221",42393,"2022091200-2801-7",2022091200,2801,7,"Ronald Darby","2022-09-12 22:20:21.500000",23,"DEN","left",78.97,49.27,6.88,3.72,0.69,20.07,13.05,"first_contact","2022091200-2801",0,"DEN",1,0,1.16456
"530",42826,"2022091200-2830-31",2022091200,2830,31,"DeShawn Williams","2022-09-12 22:21:02.299999",99,"DEN","left",78.68,35.36,2.02,1.81,0.2,130.95,315.41,"first_contact","2022091200-2830",0,"DEN",1,0,1.194738
"128",35459,"2022091200-2851-66",2022091200,2851,66,"Kareem Jackson","2022-09-12 22:21:45.400000",22,"DEN","left",57.68,39.6,8.85,1.32,0.89,334.09,320.4,"first_contact","2022091200-2851",0,"DEN",1,0,1.343317
"727",42929,"2022091200-2883-42",2022091200,2883,42,"Alex Singleton","2022-09-12 22:22:41.599999",49,"DEN","left",72.33,46.95,7.41,3.58,0.75,346.77,355.63,"first_contact","2022091200-2883",0,"DEN",1,0,0.7169379
"329",42393,"2022091200-2923-48",2022091200,2923,48,"Ronald Darby","2022-09-12 22:26:12.200000",23,"DEN","right",50.74,1.97,5.74,4.12,0.57,219.1,197.84,"first_contact","2022091200-2923",0,"DEN",1,0,0.6389053
"728",45011,"2022091200-2944-32",2022091200,2944,32,"D.J. Jones","2022-09-12 22:26:58.000000",97,"DEN","right",51.29,21.51,2.87,0.51,0.29,318.36,28.79,"first_contact","2022091200-2944",0,"DEN",1,0,0.659242
"437",42929,"2022091200-3467-9",2022091200,3467,9,"Alex Singleton","2022-09-12 22:47:32.299999",49,"DEN","right",41.88,16.55,2.77,6.66,0.29,265.9,269.15,"first_contact","2022091200-3467",0,"DEN",1,0,1.12058
"1131",53534,"2022091200-3491-30",2022091200,3491,30,"Baron Browning","2022-09-12 22:48:10.700000",56,"DEN","right",42.38,2.91,7.05,3.02,0.72,182.93,146.84,"first_contact","2022091200-3491",0,"DEN",1,0,0.8075271
"438",42929,"2022091200-565-12",2022091200,565,12,"Alex Singleton","2022-09-12 20:36:12.700000",49,"DEN","right",61.14,28.01,6.76,1.73,0.67,50.14,70.03,"first_contact","2022091200-565",0,"DEN",1,0,1.240363
"439",42929,"2022091200-601-32",2022091200,601,32,"Alex Singleton","2022-09-12 20:37:11.000000",49,"DEN","right",80.06,23.01,2.5,3.45,0.26,321.25,254.33,"first_contact","2022091200-601",0,"DEN",1,0,1.231666
"729",45011,"2022091200-622-28",2022091200,622,28,"D.J. Jones","2022-09-12 20:37:55.400000",97,"DEN","right",79.4,26.82,3.34,1.45,0.35,11.25,355.57,"first_contact","2022091200-622",0,"DEN",1,0,0.8271034
"531",42929,"2022091200-64-41",2022091200,64,41,"Alex Singleton","2022-09-12 20:16:18.299999",49,"DEN","right",39.08,5.59,6.21,1.63,0.62,184.28,174.52,"first_contact","2022091200-64",0,"DEN",1,0,0.3383785
"532",42826,"2022091200-643-34",2022091200,643,34,"DeShawn Williams","2022-09-12 20:38:40.400000",99,"DEN","right",94.61,29.05,0.68,1.05,0.08,7.55,334.51,"first_contact","2022091200-643",0,"DEN",1,0,0.9055385
"222",42030,"2022091200-664-11",2022091200,664,11,"K'Waun Williams","2022-09-12 20:39:21.900000",21,"DEN","right",95.76,7.52,4.16,6.12,0.41,323.34,312.05,"first_contact","2022091200-664",0,"DEN",1,0,1.204159
"1027",52706,"2022091200-688-7",2022091200,688,7,"Jonas Griffith","2022-09-12 20:40:00.500000",50,"DEN","right",104.72,15.82,3.93,4.9,0.42,268.75,219.02,"first_contact","2022091200-688",0,"DEN",1,0,1.135341
"828",45011,"2022091200-716-17",2022091200,716,17,"D.J. Jones","2022-09-12 20:41:43.200000",97,"DEN","right",104.23,23.75,1.23,0.69,0.12,239.37,209.81,"first_contact","2022091200-716",0,"DEN",1,0,1.560288
"931",47854,"2022091200-983-29",2022091200,983,29,"Dre'Mont Jones","2022-09-12 20:57:17.299999",93,"DEN","left",92.85,28.32,4.07,1.73,0.43,125.28,45.43,"first_contact","2022091200-983",0,"DEN",1,0,1.194738
"533",44944,"2022091106-1380-30",2022091106,1380,30,"Deatrich Wise","2022-09-11 14:04:48.200000",91,"NE","right",17.85,22.16,2.64,3.41,0.27,210.92,158.53,"first_contact","2022091106-1380",0,"NE",1,0,0.7406079
"932",47938,"2022091106-1425-32",2022091106,1425,32,"Mack Wilson","2022-09-11 14:05:51.200000",30,"NE","right",34.94,19.24,3.73,4.92,0.38,238.91,223.77,"first_contact","2022091106-1425",0,"NE",1,0,0.9339165
"129",35466,"2022091106-1544-16",2022091106,1544,16,"Devin McCourty","2022-09-11 14:10:46.500000",32,"NE","right",64.48,46.29,1.96,5.01,0.2,228.07,292.26,"first_contact","2022091106-1544",0,"NE",1,0,0.6754258
"933",46212,"2022091106-1653-14",2022091106,1653,14,"Ja'Whaun Bentley","2022-09-11 14:17:00.400000",8,"NE","right",83.45,29.37,6.16,4.4,0.62,98.09,85.84,"first_contact","2022091106-1653",0,"NE",1,0,1.25032
