"tackle_oppId","tackle","s_diff","a_diff","x_diff","y_diff","o_diff","o","x_los_ct","y_los_ct","s_diff_ct","a_diff_ct","x_diff_ct","y_diff_ct","o_diff_ct","o_ct","dir_diff","dir_diff_ct"
14450,1,0.36,0.42,0.51,1.16,-190.74,275.37,12.13,-11.34667,0.43,-0.24,0.31,-0.94,-66.82,354.63,-305.6,28.37
14453,1,-0.39,0.11,-0.83,0.07,-247.89,274.06,-2.26,0.2233333,-0.3,0.02,-0.99,-0.03,112.11,184.06,-47.5,-47.5
14455,1,-0.8,-0.09,0.43,0.79,-46.1,244.69,6.45,17.76333,-0.74,0.17,0.63,0.78,-46.1,154.69,122.56,122.56
14457,0,-1.49,0.18,0.18,-0.86,89.7,135.15,4.73,-7.886667,-1.75,-0.23,0.04,0.99,69.17,134.85,-8.06,-29.2
14458,0,-0.86,0.27,-0.01,1.57,-203.02,281.51,3.83,-7.906667,-1,0.73,0.03,-1.02,-262.61,348.49,-267.08,109.75
14459,1,-2.01,-0.56,-0.85,-0.13,-107.42,233.71,8.24,-10.73667,-1.27,-1.95,-1.06,0.25,185.76,36.29,-319,70.63
14461,1,0.8,4.08,0.73,-0.88,-97.09,103.65,21.6,25.84333,0.25,5.35,0.57,-0.66,262.91,13.65,20.37,20.37
14464,0,-1.33,1.5,-0.1,-0.94,185.18,87.41,2.09,-8.766667,-1.46,1.23,-0.42,0.85,98.82,182.59,-56.56,-26.92
14465,0,-1.76,0.97,-0.81,0.75,-237.02,298.51,10.96,-16.31667,-1.84,0.42,-0.9,-0.42,-61.71,331.49,-164.26,21.59
14466,1,-0.2,0.82,-1.03,0.02,-329,344.5,22.74,-25.70667,0.25,0.13,-0.99,-0.09,-65.59,285.5,-83.2,-2.76
14469,1,-0.28,-0.47,1.13,-0.27,204.37,151.02,12.88,18.67333,-0.06,-0.89,0.87,-0.23,204.37,61.02,-336.42,-336.42
14471,1,1.38,-0.87,1.2,-0.38,-79.67,188.22,4.09,20.81333,1.12,-0.64,0.91,-0.33,-79.67,98.22,21.76,21.76
14473,1,1.02,2.89,0.39,0.49,60.54,149.73,14.68,-2.076667,0.89,2.44,0.42,-0.8,27,120.27,36.08,111.88
14475,1,-2.13,0.29,-0.01,0.8,-207.9,233.11,1.54,5.133333,-2.05,-0.17,-0.29,0.98,152.1,143.11,-125.95,-125.95
14477,1,-1.34,-0.45,1.39,0.43,119.5,225.67,-2.53,2.313333,-1.28,-0.36,0.94,0.44,119.5,135.67,-119.53,-119.53
14480,1,-1.2,3.59,0.41,0.7,78.11,180.15,10.92,6.463333,-1.32,3.8,0.6,0.75,78.11,90.15,19.25,19.25
14482,1,-0.59,2.65,-0.71,-0.54,331.58,14.21,5.31,-4.606667,-0.34,1.78,-0.87,0.48,0.28,255.79,-52.52,-25.78
14484,1,-2.66,0.62,0.8,-1.16,197.69,147.6,-1.23,-0.2066667,-2.67,0.51,0.44,-0.92,197.69,57.6,-178.64,-178.64
14486,1,-5.45,1.29,-0.23,0.41,-26.76,54.99,25.94,23.11333,-5.11,2.54,-0.83,0.4,-26.76,324.99,-69.13,-69.13
14488,1,-0.71,0.68,-0.72,-0.17,211.86,74.07,2.86,-9.266667,-1.04,-2.01,-0.94,0.21,-12.6,195.93,-66.6,-25.07
14490,1,-2.49,-0.03,-0.62,-0.53,2.65,83.41,11.25,3.773333,-1.98,-1.67,-0.79,-0.65,2.65,353.41,-8.32,-8.32
14491,0,-0.2,1.98,-0.2,1.02,132.39,210.35,5.97,3.813333,-0.61,2.61,-0.27,0.96,132.39,120.35,-12.06,-12.06
14493,1,-0.16,-0.44,NA,-0.89,82.49,201.43,NA,8.603333,-0.13,-0.38,NA,-0.85,-277.51,291.43,4.72,4.72
14495,1,-0.87,-0.73,-0.81,-0.16,-112.77,173.02,4.9,17.72333,-0.59,-1.69,-1.05,-0.38,-112.77,263.02,69.52,69.52
14497,1,0.07,0.22,-0.22,1,96.6,17.29,-4.95,1.143333,0.15,-0.54,-0.23,0.99,96.6,107.29,-1.45,-1.45
14499,0,-2.53,1.05,-0.49,-0.03,110.74,124.63,-1.55,-9.956667,-2.68,0.78,-0.94,0.31,-183.53,325.37,-184.2,141.86
14500,1,-0.83,-1.83,0.84,-0.88,-179.96,269.98,-0.55,-8.856667,-0.48,-1.98,0.67,0.85,-37.72,180.02,24.24,27.83
14502,1,2.15,-1.53,0.39,-1.02,-126.62,243.31,15.14,-11.81667,2.12,-0.84,0.42,0.82,-151.48,206.69,10.18,-2.57
14504,1,-3.6,0.52,1.17,0.94,163.79,183.5,0.2,7.043333,-3.62,-0.22,0.81,0.63,-196.21,273.5,287.37,287.37
14506,1,2.08,1.26,1.1,-0.31,-30,195,9.3,-25.30667,1.76,0.7,0.9,0.22,-254.09,255,-104.04,12.72
14509,1,-0.52,0.14,-0.69,-0.52,298.48,30.76,7.36,0.4933333,-0.85,0.31,-0.84,0.68,186.15,59.24,272.96,-56.77
14511,1,-0.93,-0.29,-0.95,-0.02,103.04,128.48,2.32,-3.096667,-0.87,-0.07,-1,0.11,-259.09,321.52,51.94,5.44
14513,1,1.19,1.41,-0.75,0.29,-140.73,252.05,1.02,22.44333,0.62,1.83,-0.9,0.43,-140.73,342.05,-21.99,-21.99
14515,1,1.9,1.67,1.13,-0.53,40.38,230.04,2.69,22.64333,1.58,1.22,0.89,-0.4,-319.62,320.04,321.91,321.91
14516,0,0.84,-0.8,-0.82,0.01,282.69,2.08,0.01,21.73333,0.48,0.47,-1.03,0.13,-77.31,92.08,320.62,320.62
14518,1,2.24,1.64,0.24,0.84,-95.3,277.85,17.23,21.78333,1.77,2.36,0.36,0.95,-95.3,187.85,-1.65,-1.65
14522,1,0.81,-0.48,1.06,-0.42,84.41,112.24,5.12,20.47333,0.86,-0.73,0.76,-0.45,84.41,22.24,26.11,26.11
14524,0,2.39,-0.59,-0.39,0.71,-41.53,271.8,12.04,11.08333,1.96,0.15,-0.59,0.82,-41.53,181.8,-33.49,-33.49
14525,1,-0.02,-0.82,1.1,-0.46,-90.79,130.95,14.71,7.403333,0.15,-1.5,0.84,-0.15,269.21,40.95,-205,-205
14527,1,0.8,0.13,-0.72,0.55,-327.28,343.64,10.71,-14.28667,1.13,0.57,-0.67,-0.68,-191.06,286.36,-72.34,-4.54
14529,0,-2.78,0.96,1.54,0.32,-107.86,233.93,-1.36,-4.026667,-2.78,0.38,0.91,-0.41,192.04,36.07,162.52,-178.8
14530,1,1.43,1.49,-1.16,0.01,-356.96,358.48,-0.55,-3.066667,1.37,-0.05,-1.03,-0.17,62.59,271.52,-155,-16.44
14533,1,-2.88,-1.74,1.26,-0.71,54.4,152.8,2.11,-1.316667,-2.7,-1.09,0.8,0.63,111.18,117.2,25.86,-95.16
14535,1,0.02,-1.75,-0.89,0.21,-229.24,294.62,0.89,-3.316667,0.63,-2.68,-1.07,-0.05,-292.49,335.38,-315.98,34.72
14537,1,-2.25,-0.52,-0.75,-0.37,169.1,95.45,5.11,-7.436667,-1.84,-1.56,-1.04,0.29,100.82,174.55,-92.32,-22.69
14539,1,-2.43,0.47,NA,-0.23,237.5,118.69,NA,0.9333333,-2.64,0.73,NA,-0.14,237.5,28.69,34.53,34.53
14541,1,1.42,-0.74,0.36,-1.03,198.74,80.63,-2.21,-1.236667,1.4,-0.17,0.26,0.92,47.8,189.37,55.58,-7.62
14544,1,-0.19,-0.74,-0.93,0.08,63.12,277.72,2.69,4.113333,-0.44,0.02,-0.97,0.08,63.12,187.72,0.02,0.02
14546,1,0.84,-0.49,0.58,0.91,-134.06,247.03,18.26,-11.27667,0.99,-0.05,0.61,-0.81,3.5,22.97,-350.4,-1.11
14548,1,0.12,1.15,-0.92,0.21,-221.4,290.7,7.09,-11.97667,0.24,0.41,-1.02,-0.14,-65.87,339.3,-333.16,17.93
14550,1,2.54,1.07,-1.29,0.03,-353.12,356.56,38.33,-2.296667,2.49,1,-1.04,0.03,212.75,93.44,181.34,-4.39
14552,1,2.03,1.28,1.49,-1.25,-1.5,180.75,-4.88,-1.876667,1.93,1.73,0.71,0.91,-248.8,269.25,-105.48,144.49
14554,1,-3.23,-0.06,1.25,0.45,182.82,144.79,1.53,0.4833333,-2.74,-0.89,0.99,0.45,-177.18,234.79,0.33,0.33
14556,1,-1.44,1.71,0.44,1.36,217.74,71.13,6.72,-14.00667,-1.08,1.34,0.09,-0.91,107.45,18.87,320.7,-81.44
14558,1,3.07,2.68,-0.49,-1.23,-272,316,1.95,-9.276667,2.74,3.15,-0.29,0.99,-5.06,134,104.22,16.95
14560,1,-1.29,2.68,-0.44,-0.71,-163.94,241.77,8.77,14.42333,-1.25,2.69,-0.65,-0.77,-163.94,331.77,297.21,297.21
14562,1,-2.44,-1.39,1.21,0.16,101.97,196.52,2.17,6.523333,-1.85,-2.03,0.89,0.08,-258.03,286.52,-24.86,-24.86
14565,1,-0.66,0.49,0.68,0.86,180.34,152.18,-0.11,4.033333,-0.54,0.2,0.61,0.76,-179.66,242.18,112.93,112.93
14567,1,0.19,-2.12,-0.82,-0.11,-157.98,272.1,-0.13,5.323333,-0.05,-0.96,-0.86,-0.09,202.02,2.1,-5.57,-5.57
14569,1,-0.03,0.72,0.82,-1.02,-8.44,321.45,3.48,25.66333,-0.51,2.03,0.44,-0.84,-8.44,51.45,-31.05,-31.05
14571,1,0.05,-2.2,0.87,-0.36,-86.48,223.24,-1.14,-2.696667,0.19,-2.09,0.86,0.4,-164.17,226.76,-182.88,14.52
14573,1,1.09,1.32,0.96,0.47,15.98,172.01,7.13,-12.18667,0.94,1.05,0.87,-0.35,-20.51,277.99,355.08,-12.65
14575,1,-0.68,0.9,-0.25,-0.91,-300.22,330.11,-5.12,-23.38667,-1.06,0.84,-0.64,0.71,-11.98,119.89,46.46,33.07
14578,1,-0.75,-2.61,-0.91,0.16,-64.37,102.02,-0.89,8.783333,-0.83,-1.74,-0.99,0.06,-64.37,192.02,53.93,53.93
14580,1,-0.84,2.25,-0.7,-0.5,-207.14,283.57,4.02,-0.03666667,-0.99,1.58,-0.82,0.56,-114.83,166.43,9.94,13.92
14582,1,0.05,-0.9,1.31,0.33,125.58,140.75,4.38,24.13333,0.21,-1.01,0.99,0.31,125.58,230.75,279.57,279.57
14584,1,-0.2,1.53,0.49,1.64,65.45,246.71,1.02,3.293333,-0.25,1.82,0.04,1.05,65.45,156.71,-97.87,-97.87
14586,1,3.18,0.46,0.6,-1.21,174.3,92.85,5.36,-18.43667,2.6,0.81,0.59,0.92,171.43,177.15,-52.96,-13.69
14587,0,0.44,-0.36,-0.28,-0.53,240.34,59.83,0.25,-15.91667,0.57,-0.44,-0.81,0.28,0.53,210.17,4.08,-48.45
14589,1,-3.24,-1.04,1.42,-0.26,80.94,139.53,2.8,-1.736667,-3.08,-0.87,0.95,0.28,151.97,130.47,56.64,-102.8
14591,0,0.32,0.31,-0.43,-0.68,228.7,65.65,-3.46,-7.656667,0.21,0.51,-0.83,0.54,44.93,204.35,9.92,-39.93
14592,1,-0.02,-2.49,1.28,0.08,28.84,165.58,1.15,-12.92667,0.22,-2.31,1.05,-0.13,104.66,104.42,12.46,-33.33
14594,1,-1.32,0.14,0.14,-1.08,-343.94,351.97,-2.72,-8.976667,-1.19,-0.57,-0.19,1.04,-89.45,278.03,-20.48,-34.7
14596,1,-3.52,1.95,1.21,0.82,-181.27,218.29,0.49,9.183333,-3.43,1.73,0.89,0.48,178.73,128.29,-321.18,-321.18
14598,1,-0.83,0.32,0.31,-0.83,218.44,70.78,7.99,-26.53667,-1.08,0.63,0.32,0.95,-27.99,199.22,-24.16,4.99
14600,1,2.26,0.23,-0.54,-1.29,247.32,56.34,9.49,-24.92667,2.69,-0.97,-0.33,1.03,115.18,213.66,-53.2,25.33
14602,1,2.11,-1.3,0.78,-1.01,26.34,129.28,11.14,21.60333,2.16,-1.05,0.72,-0.81,26.34,39.28,-2.45,-2.45
14604,1,-1.29,-1.82,1.45,-0.09,201.39,126.49,-1.65,4.533333,-1.24,-1.97,1.11,-0.16,201.39,36.49,-295.46,-295.46
14606,1,-0.48,-1.4,-0.18,-1.02,134.19,191.78,0.86,0.4133333,-0.29,-0.9,-0.13,-0.99,-225.81,281.78,266.45,266.45
14608,1,0.59,-0.67,-0.75,-0.32,-31.7,232.23,-2.32,23.77333,0.15,0.88,-0.92,-0.39,-31.7,322.23,339.47,339.47
14610,1,1.93,1.91,-0.76,0.12,-110.96,242.71,3.74,2.933333,1.67,1.52,-1.13,0.47,-110.96,332.71,221.7,221.7
14612,1,0.44,-0.24,0.07,-1.26,-42.91,333.22,-1.31,9.053333,0.74,-0.9,0.04,-1.05,-42.91,63.22,-34.82,-34.82
14614,1,0.16,0.42,-0.81,0.08,322.52,18.74,7.49,-27.01667,0.47,-0.59,-0.96,-0.21,255.49,71.26,75.98,13.07
14616,1,0.56,-0.17,-0.88,-0.02,99.1,130.45,6.76,-11.90667,0.48,-0.48,-0.98,0.14,-105.27,319.55,331.14,-52.77
14618,1,3.32,0.52,1.49,0.03,-10.76,164.58,8.8,12.76333,3.19,-0.15,1.15,0.13,-10.76,254.58,43.12,43.12
14620,1,0.4,-0.17,-0.23,0.94,-56.1,88.51,-1.66,1.833333,0.19,1.35,-0.65,0.73,-56.1,178.51,49.42,49.42
14622,1,0.36,0.42,0.94,-1.17,17.73,279.3,0.96,21.08333,0.35,0.22,0.37,-0.84,17.73,9.3,-48.51,-48.51
14624,1,-0.87,-2.86,1.23,-1.17,116.78,191.55,3.69,1.153333,-0.63,-2.29,0.81,-0.88,-243.22,281.55,-56.27,-56.27
14626,1,0.32,-0.98,1.08,-0.44,-205.31,224.91,-2.2,7.573333,0.4,-0.73,0.89,-0.41,-205.31,314.91,316.31,316.31
14628,1,-2.66,-0.12,1.22,1.44,118.42,120.79,4.06,-8.116667,-2.76,0.07,0.61,-0.98,-67.26,329.21,-306.2,222.12
14631,1,-2.44,0.58,1.28,-0.45,244.96,105.2,-1.27,2.873333,-2.16,0.6,0.88,-0.41,244.96,15.2,-283.39,-283.39
14633,1,-0.5,-1.45,-0.53,-0.72,93.26,133.37,12.39,-15.39667,-0.24,-0.94,-0.69,0.81,199.09,136.63,130.3,-65.72
14635,1,-2.27,1.91,0.26,-1.08,200.68,79.66,-0.47,-6.476667,-2.05,1.35,-0.08,1,42.39,190.34,-51.2,-50.24
14637,1,2.16,1.26,1.49,-0.13,-142.74,251.37,6.4,-7.746667,1.45,1.75,1.06,0.04,335.28,18.63,201.18,-256.23
14639,1,-1.19,1.37,0.66,-1,279.68,40.16,2.86,-3.026667,-1.31,-0.34,0.25,0.96,-28.92,229.84,1.38,-52.96
14641,1,0.64,2.96,-0.3,-0.85,143.46,108.27,2.57,-21.00667,0.29,1.44,-0.86,0.53,48.31,161.73,41.68,-107.3
14643,1,-0.88,2.18,0.38,-1.25,188.88,85.56,25.2,-24.32667,-1.31,2.22,-0.03,1.21,114.25,184.44,-11.62,-32.26
14645,0,-1.95,-1.14,-0.3,-0.8,215.26,72.37,3.19,-4.836667,-2.02,-1.12,-0.82,0.75,16,197.63,-5.5,-46.24
14647,1,0.05,1.04,-0.85,-0.36,62.18,241.08,12.84,17.65333,0.31,1.24,-0.92,-0.49,62.18,151.08,-64.58,-64.58
14649,1,0.61,-0.56,-0.88,-0.37,84.01,0.92,7.61,20.58333,0.68,-0.07,-0.85,-0.44,84.01,270.92,-32.95,-32.95
14651,1,-2.54,-0.08,-0.33,0.61,27.69,286.23,1.98,0.8633333,-1.79,-1.57,-0.5,0.77,27.69,196.23,-73.45,-73.45
14653,1,1.99,0.02,NA,0.81,118.94,120.53,NA,-12.02667,1.98,0.78,NA,-0.97,34.92,149.47,-84.92,2.06
14655,1,0.82,1.13,1,-0.59,-53.79,100.56,4.36,14.42333,0.63,1.55,0.91,-0.52,306.21,10.56,5.4,5.4
14657,1,2.81,-1.57,0.67,-1.23,120.24,119.88,-2.39,-7.676667,2.25,-1.64,0.37,0.87,85.14,150.12,25.36,-69.92
14658,0,-1.54,-1.35,-0.95,0.65,-236.84,298.42,-2.4,-10.25667,-1.29,-1.62,-1.01,-0.37,-39.55,331.58,-204.54,60.91
14660,1,-1.12,1.2,0.91,-0.96,-323.08,341.54,3.84,-21.74667,-0.98,0.78,0.51,0.9,-50.24,288.46,-6.32,-38.04
14662,1,1.72,-2.32,0.64,-1.08,-28.29,119.96,-0.6,15.49333,1.77,-1.87,0.5,-0.92,-28.29,29.96,10.56,10.56
14666,1,-1.92,0.25,-0.03,-0.83,-16.11,57.12,10.7,25.11333,-2.02,0.45,-0.11,-1.05,-16.11,327.12,-11.87,-11.87
14669,1,-3.27,2.22,-0.04,-0.31,25.43,19.71,10.28,26.50333,-3.28,1.37,-0.47,-1.05,25.43,289.71,30.2,30.2
14670,0,-0.19,2.4,0.75,-1.12,-49.11,109.51,4.62,22.46333,-0.4,1.77,0.3,-0.95,310.89,19.51,38.9,38.9
14672,1,-0.3,0.62,1.27,0.78,-77.6,156.52,-0.98,6.493333,-0.33,-0.02,0.9,0.3,282.4,66.52,66.88,66.88
14674,1,0.66,0.39,0.66,-1.41,-34.89,62.09,11.7,25.75333,0.32,1.39,0.41,-0.75,-34.89,332.09,29.3,29.3
14676,1,0.77,-0.55,0.61,-1.11,187.18,86.41,-1.95,-6.266667,0.75,-0.66,0.51,0.84,38.15,183.59,-62.1,-34.32
14678,1,0.73,-1,0.59,-1.06,176.68,91.66,7.19,-23.74667,0.64,-0.05,0.34,0.84,41.3,178.34,-22.44,-32.91
14680,1,-0.92,-0.44,-0.57,-0.12,145.78,107.11,7.94,-16.46667,-0.57,-1.07,-0.97,-0.42,99.93,162.89,-50.12,-64.11
14682,1,-0.12,0.76,0.27,-1.23,182.8,88.6,9.6,-23.85667,0.24,0.75,0.15,1.07,58.71,181.4,-84.3,-19.95
14684,1,-4.57,-2.12,NA,1.15,-143.88,227.54,NA,13.07333,-4.67,-1.81,NA,0.8,216.12,137.54,-168.72,-168.72
14686,0,-0.99,-2.99,-0.1,-1.33,-111.84,113.15,-0.41,2.483333,-1.31,-1.98,-0.48,-1.2,248.16,23.15,60.3,60.3
14688,1,-2.24,-2.76,-0.69,-0.51,98.92,130.54,4.47,-0.6866667,-1.66,-3.89,-0.92,0.49,121.05,139.46,-25.54,-43.73
14690,1,0.75,-0.78,1.27,-0.1,74.92,142.54,0.51,-0.8866667,0.85,-1.1,0.79,0.12,145.03,127.46,202.18,-202.59
14692,1,-1.64,-0.85,1.44,0.06,47.9,156.05,4.53,-15.31667,-1.6,-1.45,1.1,-0.15,-45.71,113.95,5.22,-73.65
14695,1,-0.52,-1.43,-0.6,-0.76,-341.22,350.61,-2.29,-8.026667,-0.41,-1.01,-0.61,0.78,187.65,99.39,2,5.59
14697,1,2.97,-0.43,1.06,-1.12,-113.4,236.7,4.84,-2.546667,2.71,0.84,0.68,0.88,15.1,213.3,-49,57.79
14699,1,3.69,-0.23,1.05,-0.81,-82.64,221.32,3.23,-12.08667,3.48,-0.42,0.87,0.51,50.49,228.68,-76.94,-31.49
14701,1,-0.77,1.25,-0.62,-0.88,-185.92,272.96,-0.78,-2.026667,-0.96,0.76,-0.5,0.89,-3.5,177.04,43.7,-38.4
14703,1,-1.52,-0.3,1.11,-0.7,-243.49,254.76,-0.75,5.443333,-1.28,-0.84,0.81,-0.67,-243.49,344.76,-29.89,-29.89
14705,1,1.07,0.3,1.17,-0.32,-154.1,257.05,2.29,-15.02667,1.12,0.38,0.92,0.17,-96.99,192.95,-32.28,44.92
14709,1,-1.29,2.9,-0.76,-0.52,114.36,245.59,-2.6,0.1833333,-1.28,2.71,-0.95,-0.42,-245.64,335.59,-56.52,-56.52
14711,1,0.45,1.17,-0.39,-0.67,17.72,171.14,1.33,-15.35667,0.26,1,-0.6,0.7,-201.45,278.86,-103.56,60.27
14713,1,-2.92,0.88,1.2,0.43,115.46,122.27,2.65,-7.876667,-2.47,-1.16,0.98,-0.45,-258.05,327.73,128.4,13.64
14715,1,-0.96,-1.5,1.09,-0.55,-51.76,205.88,2.87,-21.06667,-1.24,-0.63,0.81,0.6,-177.54,244.12,37.9,25.57
14717,1,-0.6,0.3,-0.93,-0.03,281.55,6.22,2.3,8.203333,-0.55,-0.15,-1,-0.05,-78.45,276.22,-0.52,-0.52
14719,1,-2.31,-2.87,1.32,-0.22,79.9,140.05,-0.88,-3.086667,-1.99,-2.74,0.98,0.2,87.46,129.95,24.2,-81.38
14721,1,1.45,0.03,1.6,0.01,149.28,105.36,2.97,-20.21667,1.24,0.54,1.18,-0.1,-15.49,164.64,48.72,-42.56
14723,1,-0.93,3.15,-0.85,0.05,45.06,21.45,5.73,14.64333,-1.2,2.52,-1.09,0,45.06,291.45,-332.68,-332.68
14725,1,0.55,-0.22,1.28,-0.42,85.54,137.23,7.67,-17.21667,0.59,-0.69,0.94,0.46,2.5,132.77,52.12,-24.12
14727,1,2.17,-0.92,1.31,-0.34,-61.58,132.21,-1.8,2.833333,1.97,-0.64,1.04,-0.33,298.42,42.21,21.16,21.16
14729,1,0.39,-0.9,-0.76,0.46,72.87,6.6,28.69,23.74333,0.38,-1.87,-0.86,0.55,72.87,276.6,5.75,5.75
14731,1,-1.16,0.66,-0.91,0.18,57.08,151.46,0.34,-17.53667,-1.28,0.65,-1,-0.07,-263.25,298.54,-36.14,49.38
14733,1,0.23,1.61,-0.81,0.04,-298.96,329.48,6.79,-11.10667,0.49,0.35,-0.94,-0.33,-58.37,120.52,66.34,59
14735,1,-1.08,0.03,-0.09,1.18,109.64,125.18,0.53,-7.836667,-1.08,0.26,-0.16,-0.9,-215.69,324.82,217,-52.33
14737,1,-1.7,-3.19,1.01,1.18,94.18,172.12,8.17,22.12333,-1.15,-3.41,0.17,0.89,94.18,262.12,203,203
14740,1,-0.22,1.88,0.94,-0.64,80.04,267.22,5.8,23.35333,-0.37,1.86,0.74,-0.63,-279.96,357.22,-20.51,-20.51
14742,1,0.02,3.31,0.75,-1.17,-23.59,327.5,-1.02,21.82333,0.11,3.01,0.29,-0.94,-23.59,57.5,-49.41,-49.41
14744,1,-2.39,1.17,1.14,-0.31,-2.14,181.07,13.85,-27.94667,-2.34,0.99,0.83,0.4,-122.58,268.93,33.82,26.63
14747,1,-1.63,-0.41,0.93,-1.92,29.01,240.64,3.75,21.67333,-1.72,-0.06,0.42,-1.97,-330.99,330.64,320.24,320.24
14749,1,-5.31,1.48,1.43,0.01,142.84,108.58,1.85,-1.036667,-4.8,2.34,0.98,-0.11,-296.29,341.42,247.84,-16.87
14751,1,1.31,2.33,1.37,-0.41,-124.68,242.34,8.69,-25.04667,0.8,4.11,0.94,0.31,-127.09,207.66,-65.74,74.8
14754,1,-1.65,-0.71,-0.75,0.01,-63.6,277.42,-0.82,4.523333,-1.76,0.5,-1.03,-0.12,296.4,7.42,272.36,272.36
14756,1,-1.57,-2.39,1.82,0.16,-54.86,207.43,10.81,-15.52667,-1.27,-3.14,0.95,-0.12,-233.68,242.57,-252.34,238.21
14758,1,0.05,0.02,0.28,-1.58,12.04,173.98,-0.94,-4.696667,0.1,0.25,-0.14,1.03,-235.63,276.02,-11.7,117.64
14761,0,0.07,0.96,-0.07,-1.06,-27.37,270.08,2.9,-0.4566667,-0.01,0.59,-0.04,-1.04,332.63,0.08,13.02,13.02
14762,1,-0.61,-1.98,0.76,1.03,129.1,115.45,0.92,-5.166667,-0.38,-1.65,0.52,-0.91,-272.33,334.55,340.92,-38.93
14764,1,-0.84,0.05,0.02,0.59,-36.01,278.56,-1.57,27.34333,-1.19,0.75,0.08,0.84,323.99,8.56,2.77,2.77
14766,0,1.18,2.66,-0.96,-1.41,-336.4,348.2,14.09,-13.59667,1.04,2.92,-0.76,0.82,-47.76,101.8,145.66,57.45
14767,0,-2.15,0.91,0.83,1.06,76.38,141.81,11.01,-17.64667,-1.63,0.98,0.58,-1.08,-213.34,308.19,81.9,35.91
14768,0,2.03,-3.39,0.38,-1.28,-208.36,284.18,8.9,-14.50667,1.8,-2.08,0.21,1,-90.05,165.82,27.72,31.58
14769,1,-0.75,1.46,1.56,0.5,127.36,116.32,17.84,-12.73667,-0.82,1.33,0.82,-0.53,-302.15,333.68,-293.52,287.01
14771,1,0.18,-0.69,-0.88,-0.12,-232.23,279.91,18.06,26.30333,0.18,-0.77,-1.04,0.23,127.77,9.91,-26.21,-26.21
14773,1,-1.01,1.75,1.04,-0.57,-99.48,229.74,2.46,-2.146667,-0.97,1.6,0.75,0.58,-83.55,220.26,7.72,33.55
14775,1,-1.13,-0.63,-0.89,0.09,66.9,2.37,7.83,14.41333,-0.87,-1.15,-1.02,0.04,66.9,272.37,-30.51,-30.51
14777,1,-0.59,-0.81,1.14,-0.4,-141.13,154.73,-0.47,15.60333,-0.41,-0.94,0.85,-0.38,218.87,64.73,-309.12,-309.12
14779,0,1.23,-1.67,-0.16,-0.92,172.68,97.31,-4.96,-0.6966667,1.28,-0.39,-0.68,-0.75,172.68,7.31,-180.3,-180.3
14780,1,2.12,-2.61,1.08,-0.63,83.96,138.02,-3,0.09333333,2.09,-2.9,0.8,0.46,45.04,131.98,70.88,-51.27
14782,1,-1.94,2.02,-0.41,-0.14,-29.75,65.6,51.44,26.52333,-2.9,3.75,-1.11,0.17,-29.75,335.6,71.67,71.67
14784,1,-0.28,-0.91,-0.95,0.02,268.16,55.11,2.93,3.463333,-0.07,-0.95,-1,0.09,-91.84,325.11,74.17,74.17
14786,1,-1.39,-1.61,1.56,-0.55,39.64,160.18,25.57,-2.336667,-1.04,-1.86,1.29,0.5,89.27,109.82,266.98,-250.36
14790,1,0.19,1.53,-0.08,-1.43,298.66,30.67,41.78,-22.94667,0.12,1.74,-0.16,1.11,41.2,239.33,-128.32,-19.09
14791,0,-3.16,2.5,-0.74,0.05,-290.12,325.06,3.94,-9.046667,-2.85,1.13,-1.06,0.28,-73.08,304.94,-227.42,43.74
14792,0,0.03,-0.34,-0.55,-0.97,206.16,76.92,11.21,-13.62667,-0.49,0.21,-0.67,0.89,38.04,193.08,-78.2,-11.44
14795,1,-3.04,0.48,0.67,1.1,-248.05,248.52,0.52,3.423333,-2.51,0.1,0.32,0.86,111.95,158.52,-66.69,-66.69
14797,1,-2.91,-0.75,1.97,0.4,-175.86,267.93,3.37,-0.5666667,-2.97,-0.75,1.1,-0.42,280.25,2.07,242.44,-230.02
14799,1,1.7,5.77,-0.77,-0.34,216.18,102.47,-2.64,9.313333,0.81,5.39,-0.99,-0.43,216.18,12.47,71.65,71.65
14802,1,0.05,-0.9,-0.97,-0.02,-88.18,305.1,7.3,18.21333,0.2,-1.03,-1,-0.01,271.82,35.1,0.21,0.21
14804,1,2.01,1.51,0.93,-0.84,-88.36,224.18,1.76,-20.57667,1.75,1.66,0.61,0.71,-43.42,225.82,-44.18,26.2
14806,1,-1.31,-1.53,-0.85,-0.17,204.88,45.8,-3.18,3.073333,-1.06,-1.83,-1.02,-0.27,204.88,135.8,44.44,44.44
14808,1,-0.57,-2.56,0.14,-1.09,8.01,296.49,13.9,24.54333,-0.54,-2.7,-0.06,-0.96,8.01,26.49,-18.89,-18.89
14809,0,-0.73,1.02,0.69,-1.13,33.74,248.13,9.22,16.23333,-0.88,0.29,0.42,-1.18,-326.26,338.13,338.91,338.91
14810,0,-1.13,2.24,1.89,0.14,123.5,175.03,5.23,7.143333,-1.43,2.67,1.15,-0.14,-236.5,265.03,267.07,267.07
14812,1,-1.64,0.56,0.67,-1.16,90.57,265.39,-0.54,2.593333,-1.41,0.68,0.35,-0.94,-269.43,355.39,-63.66,-63.66
14814,1,-1.86,0.54,-0.74,0.25,-227.72,238.92,13.9,8.573333,-1.66,0.17,-0.94,0.27,-227.72,328.92,15.8,15.8
